,id,label,parent,synonym,length
24555,DOID:5467,conjunctival cancer,conjunctival disease,malignant neoplasm of conjunctiva,33.0
24556,DOID:5467,conjunctival cancer,conjunctival disease,malignant tumor of conjunctiva,30.0
24557,DOID:5467,conjunctival cancer,conjunctival disease,neoplasm of conjunctiva,23.0
24558,DOID:5467,conjunctival cancer,ocular cancer,conjunctival tumor,18.0
24559,DOID:5467,conjunctival cancer,ocular cancer,malignant conjunctival tumor,28.0
24560,DOID:5467,conjunctival cancer,ocular cancer,malignant neoplasm of conjunctiva,33.0
24561,DOID:5467,conjunctival cancer,ocular cancer,malignant tumor of conjunctiva,30.0
24562,DOID:5467,conjunctival cancer,ocular cancer,neoplasm of conjunctiva,23.0
24563,DOID:1751,malignant conjunctival melanoma,conjunctival cancer,conjunctival melanoma,21.0
24564,DOID:1751,malignant conjunctival melanoma,conjunctival cancer,malignant melanoma of conjunctiva,33.0
24565,DOID:1752,ocular melanoma,ocular cancer,eye melanoma,12.0
24566,DOID:1752,ocular melanoma,ocular cancer,intraocular melanoma,20.0
24567,DOID:1752,ocular melanoma,ocular cancer,melanoma of eye,15.0
24568,DOID:2174,ocular cancer,eye disease,ocular tumor,12.0
24569,DOID:2174,ocular cancer,eye disease,eye neoplasm,12.0
24570,DOID:2174,ocular cancer,eye disease,malignant eye neoplasm,22.0
24571,DOID:2174,ocular cancer,eye disease,neoplasm of eye,15.0
24572,DOID:2174,ocular cancer,eye disease,neoplasm of eye proper,22.0
24573,DOID:2174,ocular cancer,sensory system cancer,ocular tumor,12.0
24574,DOID:2174,ocular cancer,sensory system cancer,eye neoplasm,12.0
24575,DOID:2174,ocular cancer,sensory system cancer,malignant eye neoplasm,22.0
24576,DOID:2174,ocular cancer,sensory system cancer,neoplasm of eye,15.0
24577,DOID:2174,ocular cancer,sensory system cancer,neoplasm of eye proper,22.0
24578,DOID:1754,mitral valve stenosis,mitral valve disease,mitral stenosis,15.0
24579,DOID:1757,facial hemiatrophy,facial nerve disease,parryromberg,22.0
24581,DOID:1760,facial nerve neoplasm,glossopharyngeal nerve neoplasm,neoplasm of facial nerve,24.0
24582,DOID:1760,facial nerve neoplasm,glossopharyngeal nerve neoplasm,tumor of facial nerve,21.0
24583,DOID:3417,glossopharyngeal nerve neoplasm,cranial nerve malignant neoplasm,neoplasm of glossopharyngeal nerve,34.0
24584,DOID:3417,glossopharyngeal nerve neoplasm,cranial nerve malignant neoplasm,tumor of glossopharyngeal nerve,31.0
24585,DOID:1761,Melkersson-Rosenthal syndrome,facial nerve disease,cheilitis granulomatosa of meschermelkerssonrosenthal,55.0
24586,DOID:1761,Melkersson-Rosenthal syndrome,facial nerve disease,melkerssons,21.0
24587,DOID:9297,lip disease,mouth disease,disease of lips,15.0
24588,DOID:1768,conversion disorder,somatoform disorder,conversion hysterical neurosis,30.0
24589,DOID:1768,conversion disorder,somatoform disorder,conversion hysteria or reaction,31.0
24590,DOID:1768,conversion disorder,somatoform disorder,hysterical neurosis conversion type,36.0
24592,DOID:1776,labyrinthine unilateral reactive loss,labyrinthine dysfunction,loss of labyrinthine reactivity unilateral,43.0
24593,DOID:1776,labyrinthine unilateral reactive loss,labyrinthine dysfunction,unilateral loss of labyrinthine reactivity,42.0
24594,DOID:1777,unilateral hyperactive labyrinth,labyrinthine dysfunction,hyperactive labyrinth unilateral,33.0
24595,DOID:1777,unilateral hyperactive labyrinth,labyrinthine dysfunction,hyperactive unilateral labyrinthine dysfunction,47.0
24596,DOID:53,pituitary gland disease,endocrine system disease,pituitary,17.0
24597,DOID:1786,adrenal rest tumor,endocrine organ benign neoplasm,adrenal rest neoplasm,21.0
24598,DOID:1788,peritoneal mesothelioma,squamous cell carcinoma,advanced malignant mesothelioma of peritoneum,45.0
24599,DOID:1788,peritoneal mesothelioma,squamous cell carcinoma,advanced malignant peritoneal mesothelioma,42.0
24600,DOID:1788,peritoneal mesothelioma,squamous cell carcinoma,malignant mesothelioma of peritoneum,36.0
24601,DOID:1788,peritoneal mesothelioma,peritoneum cancer,advanced malignant mesothelioma of peritoneum,45.0
24602,DOID:1788,peritoneal mesothelioma,peritoneum cancer,advanced malignant peritoneal mesothelioma,42.0
24603,DOID:1788,peritoneal mesothelioma,peritoneum cancer,malignant mesothelioma of peritoneum,36.0
24604,DOID:1789,benign peritoneal mesothelioma,peritoneal benign neoplasm,mesothelioma of peritoneum,26.0
24605,DOID:1790,malignant mesothelioma,cell type cancer,diffuse malignant mesothelioma,30.0
24606,DOID:1790,malignant mesothelioma,cell type cancer,advanced malignant mesothelioma,31.0
24607,DOID:1790,malignant mesothelioma,cell type cancer,asbestosrelated malignant mesothelioma,39.0
24608,DOID:1790,malignant mesothelioma,cell type cancer,malignant tumor of mesothelium,30.0
24609,DOID:1791,peritoneal carcinoma,carcinoma,primary peritoneal carcinoma,28.0
24610,DOID:1791,peritoneal carcinoma,peritoneum cancer,primary peritoneal carcinoma,28.0
24611,DOID:1792,pancreas lymphoma,lymphoma,lymphoma of pancreas,20.0
24612,DOID:1792,pancreas lymphoma,pancreatic cancer,lymphoma of pancreas,20.0
24613,DOID:1795,malignant exocrine pancreas neoplasm,pancreatic cancer,malignant neoplasm of the exocrine pancreas,43.0
24614,DOID:1795,malignant exocrine pancreas neoplasm,pancreatic cancer,malignant tumor of exocrine pancreas,36.0
24615,DOID:1795,malignant exocrine pancreas neoplasm,pancreatic cancer,malignant tumour of exocrine pancreas,37.0
24616,DOID:1796,pancreas sarcoma,sarcoma,sarcoma of pancreas,19.0
24617,DOID:1796,pancreas sarcoma,pancreatic cancer,sarcoma of pancreas,19.0
24618,DOID:1798,pancreatic endocrine carcinoma,islet cell tumor,islet cell carcinoma,20.0
24619,DOID:1798,pancreatic endocrine carcinoma,islet cell tumor,carcinoma of endocrine pancreas,31.0
24620,DOID:1798,pancreatic endocrine carcinoma,islet cell tumor,malignant neoplasm of islets of langerhans,42.0
24621,DOID:1798,pancreatic endocrine carcinoma,islet cell tumor,pancreatic neuroendocrine carcinoma,35.0
24622,DOID:1799,islet cell tumor,pancreatic cancer,islet cell neoplasm,19.0
24623,DOID:1799,islet cell tumor,pancreatic cancer,endocrine pancreas cancer,25.0
24624,DOID:1799,islet cell tumor,pancreatic cancer,islet cell tumour,17.0
24625,DOID:1799,islet cell tumor,pancreatic cancer,malignant pancreatic endocrine tumor,36.0
24626,DOID:1799,islet cell tumor,pancreatic cancer,malignant pancreatic endocrine tumour,37.0
24627,DOID:1799,islet cell tumor,pancreatic cancer,malignant tumor of endocrine pancreas,37.0
24628,DOID:1799,islet cell tumor,pancreatic cancer,malignant tumour of endocrine pancreas,38.0
24629,DOID:1799,islet cell tumor,pancreatic cancer,pancreatic endocrine neoplasm,29.0
24630,DOID:180,ossifying fibroma,bone benign neoplasm,fibroosteoma,13.0
24633,DOID:1803,neuritis,neuropathy,peripheral neuritis,19.0
24636,DOID:1824,status epilepticus,epilepsy,grand mal status,16.0
24637,DOID:1825,childhood absence epilepsy,childhood electroclinical syndrome,petit mal seizure,17.0
24638,DOID:1825,childhood absence epilepsy,childhood electroclinical syndrome,pyknolepsy,10.0
24640,DOID:1837,diabetic ketoacidosis,metabolic acidosis,diabetes mellitus ketosisprone,32.0
24641,DOID:1837,diabetic ketoacidosis,metabolic acidosis,ketosisprone diabetes mellitus,31.0
24642,DOID:1838,Menkes disease,metal metabolism disorder,copper transport,24.0
24643,DOID:1838,Menkes disease,metal metabolism disorder,menkes kinkyhair,26.0
24644,DOID:1838,Menkes disease,metal metabolism disorder,steely hair,20.0
24645,DOID:1844,mononeuritis of upper limb,mononeuritis of upper limb and mononeuritis multiplex,mononeuritis upper limb,23.0
24650,DOID:1858,McCune Albright syndrome,syndrome,fibrous dysplasia of bone,25.0
24651,DOID:1858,McCune Albright syndrome,syndrome,osteitis fibrosa disseminata,28.0
24652,DOID:1858,McCune Albright syndrome,syndrome,polyostotic fibrous dysplasia,29.0
24653,DOID:1858,McCune Albright syndrome,autosomal genetic disease,fibrous dysplasia of bone,25.0
24654,DOID:1858,McCune Albright syndrome,autosomal genetic disease,osteitis fibrosa disseminata,28.0
24655,DOID:1858,McCune Albright syndrome,autosomal genetic disease,polyostotic fibrous dysplasia,29.0
24656,DOID:1862,jaw cancer,bone cancer,neoplasm of jaw,15.0
24658,DOID:1866,giant cell reparative granuloma,bone giant cell tumor,central giant cell reparative granuloma,41.0
24659,DOID:1866,giant cell reparative granuloma,bone giant cell tumor,central giant cell granuloma,28.0
24660,DOID:1866,giant cell reparative granuloma,bone giant cell tumor,central giant cell reparative granuloma of jaw,46.0
24661,DOID:4305,bone giant cell tumor,benign giant cell tumor,giant cell neoplasm of bone,27.0
24662,DOID:4305,bone giant cell tumor,benign giant cell tumor,giant cell tumor of bone,24.0
24663,DOID:4305,bone giant cell tumor,benign giant cell tumor,giant cell tumour of bone,25.0
24664,DOID:4305,bone giant cell tumor,benign giant cell tumor,bone giant cell tumour,22.0
24666,DOID:1875,impotence,sexual dysfunction,sexual impotence,16.0
24667,DOID:1875,impotence,sexual dysfunction,erectile dysfunction,20.0
24669,DOID:1883,hepatitis C,viral infectious disease,nanbh,5.0
24670,DOID:1883,hepatitis C,viral infectious disease,viral hepatitis c,17.0
24671,DOID:1883,hepatitis C,viral infectious disease,chronic hepatitis c,19.0
24672,DOID:1883,hepatitis C,viral infectious disease,hepatitis c infection,21.0
24673,DOID:1883,hepatitis C,viral infectious disease,hepatitis nona nonb,19.0
24675,DOID:1894,noninfectious dermatoses of eyelid,blepharitis,noninfected eyelid dermatoses,30.0
24676,DOID:1895,allergic contact dermatitis of eyelid,allergic disease,contact and allergic dermatitis of eyelid,41.0
24677,DOID:1895,allergic contact dermatitis of eyelid,noninfectious dermatoses of eyelid,contact and allergic dermatitis of eyelid,41.0
24678,DOID:1896,sigmoid neoplasm,colonic benign neoplasm,neoplasm of sigmoid colon,25.0
24679,DOID:1896,sigmoid neoplasm,colonic benign neoplasm,tumor of sigmoid colon,22.0
24681,DOID:1901,vagina sarcoma,vaginal cancer,sarcoma of the vagina,21.0
24682,DOID:1901,vagina sarcoma,sarcoma,sarcoma of the vagina,21.0
24683,DOID:1906,malignant skin fibrous histiocytoma,malignant dermis tumor,malignant fibrous histiocytoma of skin,38.0
24684,DOID:1906,malignant skin fibrous histiocytoma,malignant dermis tumor,vaginal melanoma,16.0
24685,DOID:5274,malignant dermis tumor,skin cancer,malignant dermis tumour,23.0
24686,DOID:5274,malignant dermis tumor,skin cancer,malignant neoplasm of dermis,28.0
24687,DOID:5274,malignant dermis tumor,skin cancer,malignant tumor of dermis,25.0
24688,DOID:5274,malignant dermis tumor,skin cancer,malignant tumour of dermis,26.0
24689,DOID:1907,malignant fibrous histiocytoma,sarcoma,fibroxanthosarcoma,18.0
24691,DOID:1910,vaginal yolk sac tumor,vaginal cancer,vaginal yolk sac neoplasm,25.0
24692,DOID:1910,vaginal yolk sac tumor,vaginal cancer,vaginal endodermal sinus neoplasm,33.0
24693,DOID:1911,endodermal sinus tumor,germ cell cancer,hepatoid yolk sac tumour,24.0
24694,DOID:1911,endodermal sinus tumor,germ cell cancer,yolk sac neoplasm,17.0
24695,DOID:1911,endodermal sinus tumor,germ cell cancer,yolk sac tumour,15.0
24696,DOID:1911,endodermal sinus tumor,germ cell cancer,endodermal sinus tumour,23.0
24697,DOID:1911,endodermal sinus tumor,germ cell cancer,infantile embryonal carcinoma,29.0
24698,DOID:1911,endodermal sinus tumor,germ cell cancer,yolk sac tumor,14.0
24699,DOID:2994,germ cell cancer,cell type cancer,malignant tumor of the germ cell,32.0
24700,DOID:1919,Lesch-Nyhan syndrome,X-linked recessive disease,complete hypoxanthineguanine phosphoribosyltransferase deficiency,66.0
24701,DOID:1919,Lesch-Nyhan syndrome,X-linked recessive disease,hgprt deficiency,17.0
24702,DOID:1919,Lesch-Nyhan syndrome,X-linked recessive disease,hypoxanthineguanine phosphoribosyltransferase deficiency,57.0
24703,DOID:1919,Lesch-Nyhan syndrome,X-linked recessive disease,hypoxanthineguaninephosphoribosyltransferase deficiency,57.0
24704,DOID:1919,Lesch-Nyhan syndrome,X-linked recessive disease,lesch  nyhan,22.0
24705,DOID:1919,Lesch-Nyhan syndrome,X-linked recessive disease,xlinked hyperuricemia,22.0
24706,DOID:1919,Lesch-Nyhan syndrome,X-linked recessive disease,deficiency of imp pyrophosphorylase,35.0
24707,DOID:1919,Lesch-Nyhan syndrome,X-linked recessive disease,hypoxanthine guanine phosphoribosyltransferase deficiency,57.0
24708,DOID:1919,Lesch-Nyhan syndrome,purine-pyrimidine metabolic disorder,complete hypoxanthineguanine phosphoribosyltransferase deficiency,66.0
24709,DOID:1919,Lesch-Nyhan syndrome,purine-pyrimidine metabolic disorder,hgprt deficiency,17.0
24710,DOID:1919,Lesch-Nyhan syndrome,purine-pyrimidine metabolic disorder,hypoxanthineguanine phosphoribosyltransferase deficiency,57.0
24711,DOID:1919,Lesch-Nyhan syndrome,purine-pyrimidine metabolic disorder,hypoxanthineguaninephosphoribosyltransferase deficiency,57.0
24712,DOID:1919,Lesch-Nyhan syndrome,purine-pyrimidine metabolic disorder,lesch  nyhan,22.0
24713,DOID:1919,Lesch-Nyhan syndrome,purine-pyrimidine metabolic disorder,xlinked hyperuricemia,22.0
24714,DOID:1919,Lesch-Nyhan syndrome,purine-pyrimidine metabolic disorder,deficiency of imp pyrophosphorylase,35.0
24715,DOID:1919,Lesch-Nyhan syndrome,purine-pyrimidine metabolic disorder,hypoxanthine guanine phosphoribosyltransferase deficiency,57.0
24716,DOID:1921,Klinefelter syndrome,chromosomal duplication syndrome,47 xxy,7.0
24717,DOID:1921,Klinefelter syndrome,chromosomal duplication syndrome,hypogonadotropic hypogonadism,29.0
24718,DOID:1921,Klinefelter syndrome,chromosomal duplication syndrome,klinefelters,22.0
24719,DOID:1921,Klinefelter syndrome,chromosomal duplication syndrome,xxy,12.0
24720,DOID:1921,Klinefelter syndrome,chromosomal duplication syndrome,xxy trisomy,11.0
24721,DOID:1928,Williams-Beuren syndrome,autosomal dominant disease,fanconi schlesinger,28.0
24722,DOID:1928,Williams-Beuren syndrome,syndrome,fanconi schlesinger,28.0
24723,DOID:1928,Williams-Beuren syndrome,chromosomal deletion syndrome,fanconi schlesinger,28.0
24724,DOID:1929,supravalvular aortic stenosis,aortic valve stenosis,supravalvular aortic stenosis,30.0
24725,DOID:1930,Laurence-Moon syndrome,syndrome,lnms,4.0
24726,DOID:1930,Laurence-Moon syndrome,autosomal recessive disease,lnms,4.0
24729,DOID:1932,Angelman syndrome,syndrome,happy puppet,21.0
24730,DOID:1932,Angelman syndrome,syndrome,puppetlike,19.0
24731,DOID:1933,Rubinstein-Taybi syndrome,autosomal dominant disease,broad thumbhallux,27.0
24732,DOID:1933,Rubinstein-Taybi syndrome,autosomal dominant disease,rubinstein,19.0
24733,DOID:1933,Rubinstein-Taybi syndrome,autosomal dominant disease,proximal chromosome 16p133 deletion,45.0
24734,DOID:1933,Rubinstein-Taybi syndrome,syndrome,broad thumbhallux,27.0
24735,DOID:1933,Rubinstein-Taybi syndrome,syndrome,rubinstein,19.0
24736,DOID:1933,Rubinstein-Taybi syndrome,syndrome,proximal chromosome 16p133 deletion,45.0
24737,DOID:1933,Rubinstein-Taybi syndrome,chromosomal deletion syndrome,broad thumbhallux,27.0
24738,DOID:1933,Rubinstein-Taybi syndrome,chromosomal deletion syndrome,rubinstein,19.0
24739,DOID:1933,Rubinstein-Taybi syndrome,chromosomal deletion syndrome,proximal chromosome 16p133 deletion,45.0
24740,DOID:2348,arteriosclerotic cardiovascular disease,arteriosclerosis,cardiovascular arteriosclerosis,31.0
24741,DOID:1942,intermittent squint,strabismus,intermittent heterotropia,25.0
24743,DOID:1963,fallopian tube carcinoma,carcinoma,cancer of the fallopian tube,28.0
24744,DOID:1963,fallopian tube carcinoma,carcinoma,carcinoma of fallopian tube,27.0
24745,DOID:1963,fallopian tube carcinoma,carcinoma,fallopian tube ca,17.0
24746,DOID:1963,fallopian tube carcinoma,fallopian tube cancer,cancer of the fallopian tube,28.0
24747,DOID:1963,fallopian tube carcinoma,fallopian tube cancer,carcinoma of fallopian tube,27.0
24748,DOID:1963,fallopian tube carcinoma,fallopian tube cancer,fallopian tube ca,17.0
24749,DOID:1964,fallopian tube cancer,fallopian tube disease,fallopian tube neoplasm,23.0
24750,DOID:1964,fallopian tube cancer,fallopian tube disease,malignant neoplasm of uterine tube,34.0
24751,DOID:1964,fallopian tube cancer,fallopian tube disease,malignant tumor of fallopian tube,33.0
24752,DOID:1964,fallopian tube cancer,fallopian tube disease,malignant tumour of fallopian tube,34.0
24753,DOID:1964,fallopian tube cancer,fallopian tube disease,neoplasm of fallopian tube,26.0
