,ID,TEXT
2669,91,"BACKGROUND: Diffuse large B cell lymphoma (DLBCL) is the most common type of lymphoid malignancy worldwide. Approximately 5 % of cases of DLBCL are so-called double-hit lymphomas (DHL), defined by a chromosomal translocation or rearrangement involving MYC/8q24.2 in combination with another recurrent breakpoint, usually BCL2/18q21.3. Patients with MYC/BCL2 DHL are resistant to standard front-line therapy, and currently, there is no consensus for a therapeutic strategy to treat these patients. Lack of clinically relevant or validated human experimental DHL models of any type that would improve our understanding of the biologic basis of MYC/BCL2 DHL pathophysiology continues to hamper identification of valid therapeutic targets. We describe a unique MYC/BCL2 DHL cell line with morphologic features of DLBCL that we have established, designated as RC. METHODS: We used tissue culture techniques to establish the RC cell line from primary DLBCL cells. We also utilized molecular and cellular biological techniques including flow cytometry, polymerase chain reaction (PCR), DNA fingerprinting, reverse-phase protein array, conventional cytogenetics, and fluorescence in situ hybridization (FISH) analysis to characterize the RC cell line. NSG-severe combined immunodeficiency (SCID) mice were utilized as a model for xeno-transplantation of RC cells. RESULTS: RC cells had the following immunophenotype: positive for CD10, CD19, CD20, CD22, CD38, CD43, CD44, and CD79b and negative for CD3, CD4, CD5, CD8, CD11c, CD14, CD30, CD56, and CD200, which was identical to the primary tumor cells. Conventional cytogenetic analysis showed a t(2;8)(p12;q24.2) and t(14;18)(q32;q21.3), corresponding to MYC and BCL2 gene rearrangements, respectively. DNA fingerprinting authenticated the RC cell line to be of the same clone as the primary tumor cells. In addition, RC cells were established in SCID mice as an in vivo model for translational therapeutics studies. Proteomic analysis showed activation of the mTOR signaling pathway in RC cells that can be targeted with an mTOR inhibitor. CONCLUSION: The data presented confirm the validity of the RC cell line as a representative model of MYC/BCL2 DHL that will be useful for both in vitro and in vivo studies of DHL pathogenesis and therapeutics."
2670,91,MYC
2671,91,BCL2
2672,91,MYC
2673,91,BCL2
2674,91,MYC
2675,91,BCL2
2676,91,MYC
2677,91,BCL2
2678,91,CD10
2679,91,CD19
2680,91,CD20
2681,91,CD22
2682,91,CD38
2683,91,CD43
2684,91,CD44
2685,91,CD79b
2686,91,CD3
2687,91,CD4
2688,91,CD5
2689,91,CD8
2690,91,CD11c
2691,91,CD14
2692,91,CD30
2693,91,CD56
2694,91,CD200
2695,91,MYC
2696,91,BCL2
2697,91,mTOR
2698,91,mTOR
2699,91,MYC
2700,91,BCL2
2701,92,The mutational landscape of cutaneous T cell lymphoma and Sezary syndrome.
2702,92,"Sezary syndrome is a leukemic and aggressive form of cutaneous T cell lymphoma (CTCL) resulting from the malignant transformation of skin-homing central memory CD4(+) T cells. Here we performed whole-exome sequencing of tumor-normal sample pairs from 25 patients with Sezary syndrome and 17 patients with other CTCLs. These analyses identified a distinctive pattern of somatic copy number alterations in Sezary syndrome, including highly prevalent chromosomal deletions involving the TP53, RB1, PTEN, DNMT3A and CDKN1B tumor suppressors. Mutation analysis identified a broad spectrum of somatic mutations in key genes involved in epigenetic regulation (TET2, CREBBP, KMT2D (MLL2), KMT2C (MLL3), BRD9, SMARCA4 and CHD3) and signaling, including MAPK1, BRAF, CARD11 and PRKG1 mutations driving increased MAPK, NF-kappaB and NFAT activity upon T cell receptor stimulation. Collectively, our findings provide new insights into the genetics of Sezary syndrome and CTCL and support the development of personalized therapies targeting key oncogenically activated signaling pathways for the treatment of these diseases. "
2703,92,CD4
2704,92,TP53
2705,92,RB1
2706,92,PTEN
2707,92,DNMT3A
2708,92,CDKN1B
2709,92,TET2
2710,92,CREBBP
2711,92,KMT2D
2712,92,MLL2
2713,92,KMT2C
2714,92,MLL3
2715,92,BRD9
2716,92,SMARCA4
2717,92,CHD3
2718,92,MAPK1
2719,92,BRAF
2720,92,CARD11
2721,92,PRKG1
2722,92,MAPK
2723,92,NF-kappaB
2724,92,NFAT
2725,92,T cell receptor
2726,93,"Serum Amyloid A Induces Inflammation, Proliferation and Cell Death in Activated Hepatic Stellate Cells."
2727,93,Serum Amyloid A
2728,93,"Serum amyloid A (SAA) is an evolutionary highly conserved acute phase protein that is predominantly secreted by hepatocytes. However, its role in liver injury and fibrogenesis has not been elucidated so far. In this study, we determined the effects of SAA on hepatic stellate cells (HSCs), the main fibrogenic cell type of the liver. Serum amyloid A potently activated IkappaB kinase, c-Jun N-terminal kinase (JNK), Erk and Akt and enhanced NF-kappaB-dependent luciferase activity in primary human and rat HSCs. Serum amyloid A induced the transcription of MCP-1, RANTES and MMP9 in an NF-kappaB- and JNK-dependent manner. Blockade of NF-kappaB revealed cytotoxic effects of SAA in primary HSCs with signs of apoptosis such as caspase 3 and PARP cleavage and Annexin V staining. Serum amyloid A induced HSC proliferation, which depended on JNK, Erk and Akt activity. In primary hepatocytes, SAA also activated MAP kinases, but did not induce relevant cell death after NF-kappaB inhibition. In two models of hepatic fibrogenesis, CCl4 treatment and bile duct ligation, hepatic mRNA levels of SAA1 and SAA3 were strongly increased. In conclusion, SAA may modulate fibrogenic responses in the liver in a positive and negative fashion by inducing inflammation, proliferation and cell death in HSCs. "
2729,93,Serum amyloid A
2730,93,SAA
2731,93,SAA
2732,93,Serum amyloid A
2733,93,IkappaB kinase
2734,93,c-Jun N-terminal kinase
2735,93,JNK
2736,93,Erk
2737,93,Akt
2738,93,NF-kappaB
2739,93,Serum amyloid A
2740,93,MCP-1
2741,93,RANTES
2742,93,MMP9
2743,93,NF-kappaB
2744,93,JNK
2745,93,NF-kappaB
2746,93,SAA
2747,93,caspase 3
2748,93,PARP
2749,93,Annexin V
2750,93,Serum amyloid A
2751,93,JNK
2752,93,Erk
2753,93,Akt
2754,93,SAA
2755,93,"MAP kinases,"
2756,93,NF-kappaB
2757,93,SAA1
2758,93,SAA3
2759,93,SAA
2760,94,Hsp90beta is involved in the development of high salt-diet-induced nephropathy via interaction with various signalling proteins.
2761,94,Hsp90beta
2762,94,"A high-salt diet often leads to a local intrarenal increase in renal hypoxia and oxidative stress, which are responsible for an excess production of pathogenic substances. Here, Wistar Kyoto/spontaneous hypertensive (WKY/SHR) rats fed a high-salt diet developed severe proteinuria, resulting from pronounced renal inflammation, fibrosis and tubular epithelial cell apoptosis. All these were mainly non-pressure-related effects. Hsp90beta, TGF-beta, HIF-1alpha, TNF-alpha, IL-6 and MCP-1 were shown to be highly expressed in response to salt loading. Next, we found that Hsp90beta might play the key role in non-pressure-related effects of salt loading through a series of cellular signalling events, including the NF-kappaB, p38 activation and Bcl-2 inactivation. Hsp90beta was previously proven to regulate the upstream mediators in multiple cellular signalling cascades through stabilizing and maintaining their activities. In our study, 17-dimethylaminoethylamino-17-demethoxygeldanamycin (17-DMAG) or Hsp90beta knockdown dramatically alleviated the high-salt-diet-induced proteinuria and renal damage without altering blood pressure significantly, when it reversed activations of NF-kappaB, mTOR and p38 signalling cascades. Meanwhile, Co-IP results demonstrated that Hsp90beta could interact with and stabilize TAK1, AMPKalpha, IKKalpha/beta, HIF-1alpha and Raptor, whereas Hsp90beta inhibition disrupted this process. In addition, Hsp90beta inhibition-mediated renal improvements also accompanied the reduction of renal oxidative stress. In conclusion, salt loading indeed exhibited non-pressure-related impacts on proteinuria and renal dysfunction in WKY/SHR rats. Hsp90beta inhibition caused the destabilization of upstream mediators in various pathogenic signalling events, thereby effectively ameliorating this nephropathy owing to renal hypoxia and oxidative stress. "
2763,94,Hsp90beta
2764,94,"TGF-beta,"
2765,94,HIF-1alpha
2766,94,TNF-alpha
2767,94,IL-6
2768,94,MCP-1
2769,94,Hsp90beta
2770,94,NF-kappaB
2771,94,p38
2772,94,Bcl-2
2773,94,Hsp90beta
2774,94,Hsp90beta
2775,94,NF-kappaB
2776,94,mTOR
2777,94,p38
2778,94,Hsp90beta
2779,94,TAK1
2780,94,AMPKalpha
2781,94,IKKalpha/beta
2782,94,HIF-1alpha
2783,94,Raptor
2784,94,Hsp90beta
2785,94,Hsp90beta
2786,94,Hsp90beta
2787,95,Voltage-Dependent Anion Channel 1(VDAC1) Participates the Apoptosis of the Mitochondrial Dysfunction in Desminopathy.
2788,95,Voltage-Dependent Anion Channel 1
2789,95,VDAC1
2790,95,"Desminopathies caused by the mutation in the gene coding for desmin are genetically protein aggregation myopathies. Mitochondrial dysfunction is one of pathological changes in the desminopathies at the earliest stage. The molecular mechanisms of mitochondria dysfunction in desminopathies remain exclusive. VDAC1 regulates mitochondrial uptake across the outer membrane and mitochondrial outer membrane permeabilization (MOMP). Relationships between desminopathies and Voltage-dependent anion channel 1 (VDAC1) remain unclear. Here we successfully constructed the desminopathy rat model, evaluated with conventional stains, containing hematoxylin and eosin (HE), Gomori Trichrome (MGT), (PAS), red oil (ORO), NADH-TR, SDH staining and immunohistochemistry. Immunofluorescence results showed that VDAC1 was accumulated in the desmin highly stained area of muscle fibers of desminopathy patients or desminopathy rat model compared to the normal ones. Meanwhile apoptosis related proteins bax and ATF2 were involved in desminopathy patients and desminopathy rat model, but not bcl-2, bcl-xl or HK2.VDAC1 and desmin are closely relevant in the tissue splices of deminopathies patients and rats with desminopathy at protein lever. Moreover, apoptotic proteins are also involved in the desminopathies, like bax, ATF2, but not bcl-2, bcl-xl or HK2. This pathological analysis presents the correlation between VDAC1 and desmin, and apoptosis related proteins are correlated in the desminopathy. Furthermore, we provide a rat model of desminopathy for the investigation of desmin related myopathy."
2791,95,desmin
2792,95,VDAC1
2793,95,Voltage-dependent anion channel 1
2794,95,VDAC1
2795,95,VDAC1
2796,95,desmin
2797,95,bax
2798,95,ATF2
2799,95,bcl-2
2800,95,bcl-xl
2801,95,HK2
2802,95,VDAC1
2803,95,desmin
2804,95,bax
2805,95,ATF2
2806,95,bcl-2
2807,95,bcl-xl
2808,95,HK2
2809,95,VDAC1
2810,95,desmin
2811,95,desmin
2812,96,Reversal of DDK-Mediated MCM Phosphorylation by Rif1-PP1 Regulates Replication Initiation and Replisome Stability Independently of ATR/Chk1.
2813,96,DDK
2814,96,MCM
2815,96,Rif1
2816,96,PP1
2817,96,ATR
2818,96,Chk1
2819,96,"Dbf4-dependent kinases (DDKs) are required for the initiation of DNA replication, their essential targets being the MCM2-7 proteins. We show that, in Xenopus laevis egg extracts and human cells, hyper-phosphorylation of DNA-bound Mcm4, but not phosphorylation of Mcm2, correlates with DNA replication. These phosphorylations are differentially affected by the DDK inhibitors PHA-767491 and XL413. We show that DDK-dependent MCM phosphorylation is reversed by protein phosphatase 1 (PP1) targeted to chromatin by Rif1. Loss of Rif1 increased MCM phosphorylation and the rate of replication initiation and also compromised the ability of cells to block initiation when challenged with replication inhibitors. We also provide evidence that Rif1 can mediate MCM dephosphorylation at replication forks and that the stability of dephosphorylated replisomes strongly depends on Chk1 activity. We propose that both replication initiation and replisome stability depend on MCM phosphorylation, which is maintained by a balance of DDK-dependent phosphorylation and Rif1-mediated dephosphorylation."
2820,96,Dbf4-dependent kinases
2821,96,DDK
2822,96,MCM2-7
2823,96,Mcm4
2824,96,Mcm2
2825,96,DDK
2826,96,DDK
2827,96,MCM
2828,96,protein phosphatase 1
2829,96,PP1
2830,96,Rif1
2831,96,Rif1
2832,96,MCM
2833,96,Rif1
2834,96,MCM
2835,96,Chk1
2836,96,MCM
2837,96,DDK
2838,96,Rif1
2839,97,Associations Between Cancer Predisposition Testing Panel Genes and Breast Cancer.
2840,97,"Importance: Germline pathogenic variants in BRCA1 and BRCA2 predispose to an increased lifetime risk of breast cancer. However, the relevance of germline variants in other genes from multigene hereditary cancer testing panels is not well defined. Objective: To determine the risks of breast cancer associated with germline variants in cancer predisposition genes. Design, Setting, and Participants: A study population of 65 057 patients with breast cancer receiving germline genetic testing of cancer predisposition genes with hereditary cancer multigene panels. Associations between pathogenic variants in non-BRCA1 and non-BRCA2 predisposition genes and breast cancer risk were estimated in a case-control analysis of patients with breast cancer and Exome Aggregation Consortium reference controls. The women underwent testing between March 15, 2012, and June 30, 2016. Main Outcomes and Measures: Breast cancer risk conferred by pathogenic variants in non-BRCA1 and non-BRCA2 predisposition genes. Results: The mean (SD) age at diagnosis for the 65 057 women included in the analysis was 48.5 (11.1) years. The frequency of pathogenic variants in 21 panel genes identified in 41 611 consecutively tested white women with breast cancer was estimated at 10.2%. After exclusion of BRCA1, BRCA2, and syndromic breast cancer genes (CDH1, PTEN, and TP53), observed pathogenic variants in 5 of 16 genes were associated with high or moderately increased risks of breast cancer: ATM (OR, 2.78; 95% CI, 2.22-3.62), BARD1 (OR, 2.16; 95% CI, 1.31-3.63), CHEK2 (OR, 1.48; 95% CI, 1.31-1.67), PALB2 (OR, 7.46; 95% CI, 5.12-11.19), and RAD51D (OR, 3.07; 95% CI, 1.21-7.88). Conversely, variants in the BRIP1 and RAD51C ovarian cancer risk genes; the MRE11A, RAD50, and NBN MRN complex genes; the MLH1 and PMS2 mismatch repair genes; and NF1 were not associated with increased risks of breast cancer. Conclusions and Relevance: This study establishes several panel genes as high- and moderate-risk breast cancer genes and provides estimates of breast cancer risk associated with pathogenic variants in these genes among individuals qualifying for clinical genetic testing."
2841,97,BRCA1
2842,97,BRCA2
2843,97,BRCA1
2844,97,BRCA2
2845,97,BRCA1
2846,97,BRCA2
2847,97,BRCA1
2848,97,BRCA2
2849,97,CDH1
2850,97,PTEN
2851,97,TP53
2852,97,ATM
2853,97,BARD1
2854,97,CHEK2
2855,97,PALB2
2856,97,RAD51D
2857,97,BRIP1
2858,97,RAD51C
2859,97,MRE11A
2860,97,RAD50
2861,97,NBN
2862,97,MRN complex
2863,97,MLH1
2864,97,PMS2
2865,97,NF1
2866,98,"Arginase 1 deletion in myeloid cells affects the inflammatory response in allergic asthma, but not lung mechanics, in female mice."
2867,98,Arginase 1
2868,98,"BACKGROUND: (Over-)expression of arginase may limit local availability of arginine for nitric oxide synthesis. We investigated the significance of arginase1 (ARG1) for the development of airway hyperresponsiveness (AHR) and lung inflammation in female mice with ovalbumin (OVA)-induced allergic asthma. METHODS: Arg1 was ablated in the lung by crossing Arg1 fl/fl and Tie2Cre tg/- mice. OVA sensitization and challenge were conducted, and AHR to methacholine was determined using the Flexivent system. Changes in gene expression, chemokine and cytokine secretion, plasma IgE, and lung histology were quantified using RT-qPCR, ELISA, and immunohistochemistry, respectively. RESULTS: Arg1 ablation had no influence on the development of OVA-induced AHR, but attenuated OVA-induced increases in expression of Arg2 and Nos2, Slc7a1, Slc7a2, and Slc7a7 (arginine transporters), Il4, Il5 and Il13 (TH2-type cytokines), Ccl2 and Ccl11 (chemokines), Ifng (TH1-type cytokine), Clca3 and Muc5ac (goblet cell markers), and OVA-specific IgE. Pulmonary IL-10 protein content increased, but IL-4, IL-5, IL-13, TNFalpha and IFNgamma content, and lung histopathology, were not affected. Arg1 elimination also decreased number and tightness of correlations between adaptive changes in lung function and inflammatory parameters in OVA/OVA-treated female mice. OVA/OVA-treated female mice mounted a higher OVA-IgE response than males, but the correlation between lung function and inflammation was lower. Arg1-deficient OVA/OVA-treated females differed from males in a more pronounced decline of arginine-metabolizing and -transporting genes, higher plasma arginine levels, a smaller OVA-specific IgE response, and no improvement of peripheral lung function. CONCLUSION: Complete ablation of Arg1 in the lung affects mRNA abundance of arginine-transporting and -metabolizing genes, and pro-inflammatory genes, but not methacholine responsiveness or accumulation of inflammatory cells."
